Year,NHGISST,NHGISCTY,STATENAM,NHGISNAM,ICPSRST,ICPSRCTY,area_base,NHGISST_1950,NHGISCTY_1950,STATENAM_1950,NHGISNAM_1950,ICPSRST_1950,ICPSRCTY_1950,area,weight,US_STATE
1940,450,0010,South Carolina,Abbeville,48,10,1323464984.6144032,450,0010,South Carolina,Abbeville,48,10,1323464984.6144032,1.0,1
1940,450,0070,South Carolina,Anderson,48,70,1961699225.768563,450,0070,South Carolina,Anderson,48,70,1961699225.768568,1.0,1
1940,130,1050,Georgia,Elbert,44,1050,969213786.7578986,130,1050,Georgia,Elbert,44,1050,969213786.7579004,1.0,1
1940,450,0450,South Carolina,Greenville,48,450,2058784517.7767122,450,0450,South Carolina,Greenville,48,450,2058784517.7767181,1.0,1
1940,450,0470,South Carolina,Greenwood,48,470,1198971944.254751,450,0470,South Carolina,Greenwood,48,470,1198971944.2547505,1.0,1
1940,450,0590,South Carolina,Laurens,48,590,1874732786.797391,450,0590,South Carolina,Laurens,48,590,1874732786.7973924,1.0,1
1940,450,0650,South Carolina,Mccormick,48,650,1020219477.5843537,450,0650,South Carolina,Mccormick,48,650,1020219477.5843555,1.0,1
1940,220,0010,Louisiana,Acadia,45,10,1702799435.648347,220,0010,Louisiana,Acadia,45,10,1702799435.648349,1.0,1
1940,220,0390,Louisiana,Evangeline,45,390,1760218939.9687898,220,0390,Louisiana,Evangeline,45,390,1760218939.9687974,1.0,1
1940,220,0530,Louisiana,Jefferson Davis,45,530,1705651032.2786067,220,0530,Louisiana,Jefferson Davis,45,530,1705651032.2786078,1.0,1
1940,220,0550,Louisiana,Lafayette,45,550,700079662.9665965,220,0550,Louisiana,Lafayette,45,550,700079662.9665978,1.0,1
1940,220,0970,Louisiana,St Landry,45,970,2431951388.6719813,220,0970,Louisiana,St Landry,45,970,2431951388.6719766,1.0,1
1940,220,1130,Louisiana,Vermillion,45,1130,3368920117.064392,220,1130,Louisiana,Vermillion,45,1130,3368920117.0643845,1.0,1
1940,510,0010,Virginia,Accomack,40,10,1191022981.3166268,510,0010,Virginia,Accomack,40,10,1191022981.316632,1.0,1
1940,510,1310,Virginia,Northampton,40,1310,558167623.2216191,510,1310,Virginia,Northampton,40,1310,558167623.2216206,1.0,1
1940,240,0390,Maryland,Somerset,52,350,846857464.2386355,240,0390,Maryland,Somerset,52,350,846857464.2386378,1.0,1
1940,240,0470,Maryland,Worcester,52,450,1233234294.2956614,240,0470,Maryland,Worcester,52,450,1233234294.295661,1.0,1
1940,160,0010,Idaho,Ada,63,10,2746582092.54738,160,0010,Idaho,Ada,63,10,2746582092.547375,1.0,1
1940,160,0150,Idaho,Boise,63,150,4938260079.416659,160,0150,Idaho,Boise,63,150,4938260079.416644,1.0,1
1940,160,0270,Idaho,Canyon,63,270,1563180943.4720187,160,0270,Idaho,Canyon,63,270,1563180943.4720204,1.0,1
1940,160,0390,Idaho,Elmore,63,390,8030979118.199692,160,0390,Idaho,Elmore,63,390,8030979118.199733,1.0,1
1940,160,0450,Idaho,Gem,63,450,1465165637.10705,160,0450,Idaho,Gem,63,450,1465165637.1070518,1.0,1
1940,160,0730,Idaho,Owyhee,63,730,19934271763.79523,160,0730,Idaho,Owyhee,63,730,19934271763.795216,1.0,1
1940,190,0010,Iowa,Adair,31,10,1476995511.632142,190,0010,Iowa,Adair,31,10,1476995511.6321425,1.0,1
1940,190,0030,Iowa,Adams,31,30,1102053239.210041,190,0030,Iowa,Adams,31,30,1102053239.2100432,1.0,1
1940,190,0090,Iowa,Audubon,31,90,1148419863.4258173,190,0090,Iowa,Audubon,31,90,1148419863.425817,1.0,1
1940,190,0290,Iowa,Cass,31,290,1463209681.5155964,190,0290,Iowa,Cass,31,290,1463209681.515595,1.0,1
1940,190,0490,Iowa,Dallas,31,490,1532492183.4696777,190,0490,Iowa,Dallas,31,490,1532492183.4696782,1.0,1
1940,190,0770,Iowa,Guthrie,31,770,1536055443.854964,190,0770,Iowa,Guthrie,31,770,1536055443.8549623,1.0,1
1940,190,1210,Iowa,Madison,31,1210,1455983436.6436632,190,1210,Iowa,Madison,31,1210,1455983436.6436653,1.0,1
1940,190,1750,Iowa,Union,31,1750,1102822327.1441247,190,1750,Iowa,Union,31,1750,1102822327.1441245,1.0,1
1940,210,0010,Kentucky,Adair,51,10,1067566722.2166426,210,0010,Kentucky,Adair,51,10,1067566722.2166431,1.0,1
1940,210,0450,Kentucky,Casey,51,450,1154745838.3723605,210,0450,Kentucky,Casey,51,450,1154745838.372358,1.0,1
1940,210,0570,Kentucky,Cumberland,51,570,805130715.024783,210,0570,Kentucky,Cumberland,51,570,805130715.0247809,1.0,1
1940,210,0870,Kentucky,Green,51,870,747737635.5115389,210,0870,Kentucky,Green,51,870,747737635.5115372,1.0,1
1940,210,1690,Kentucky,Metcalfe,51,1690,754012105.2157271,210,1690,Kentucky,Metcalfe,51,1690,754012105.215726,1.0,1
1940,210,2070,Kentucky,Russell,51,2070,732965434.2935866,210,2070,Kentucky,Russell,51,2070,732965434.2935867,1.0,1
1940,210,2170,Kentucky,Taylor,51,2170,717277608.8709441,210,2170,Kentucky,Taylor,51,2170,717277608.8709421,1.0,1
1940,290,0010,Missouri,Adair,34,10,1474832136.1487017,290,0010,Missouri,Adair,34,10,1474832136.148703,1.0,1
1940,290,1030,Missouri,Knox,34,1030,1312701320.5673108,290,1030,Missouri,Knox,34,1030,1312701320.5673108,1.0,1
1940,290,1150,Missouri,Linn,34,1150,1609353699.2377164,290,1150,Missouri,Linn,34,1150,1609353699.23772,1.0,1
1940,290,1210,Missouri,Macon,34,1210,2104018410.003452,290,1210,Missouri,Macon,34,1210,2104018410.0034559,1.0,1
1940,290,1710,Missouri,Putnam,34,1710,1345784225.7033343,290,1710,Missouri,Putnam,34,1710,1345784225.703339,1.0,1
1940,290,1970,Missouri,Schuyler,34,1970,798124916.6849679,290,1970,Missouri,Schuyler,34,1970,798124916.6849663,1.0,1
1940,290,1990,Missouri,Scotland,34,1990,1137775714.7093902,290,1990,Missouri,Scotland,34,1990,1137775714.7093875,1.0,1
1940,290,2110,Missouri,Sullivan,34,2110,1687394739.9843588,290,2110,Missouri,Sullivan,34,2110,1687394739.9843612,1.0,1
1940,400,0010,Oklahoma,Adair,53,10,1494627182.661779,400,0010,Oklahoma,Adair,53,10,1494627182.6617832,1.0,1
1940,050,0070,Arkansas,Benton,42,70,2279968372.9520693,050,0070,Arkansas,Benton,42,70,2279968372.952071,1.0,1
1940,400,0210,Oklahoma,Cherokee,53,210,2010510303.6234133,400,0210,Oklahoma,Cherokee,53,210,2010510303.623412,1.0,1
1940,050,0330,Arkansas,Crawford,42,330,1564985636.854419,050,0330,Arkansas,Crawford,42,330,1564985636.854417,1.0,1
1940,400,0410,Oklahoma,Delaware,53,410,2052076474.5259569,400,0410,Oklahoma,Delaware,53,410,2052076474.5259554,1.0,1
1940,400,1350,Oklahoma,Sequoyah,53,1350,1849865547.4108644,400,1350,Oklahoma,Sequoyah,53,1350,1849865547.4108644,1.0,1
1940,050,1430,Arkansas,Washington,42,1430,2476082448.9257874,050,1430,Arkansas,Washington,42,1430,2476082448.9257975,1.0,1
1940,080,0010,Colorado,Adams,62,10,3264098004.8877816,080,0010,Colorado,Adams,62,10,3259215766.97756,0.9985042612375893,1
1940,080,0010,Colorado,Adams,62,10,3264098004.8877816,080,0310,Colorado,Denver,62,310,4882237.910218089,0.0014957387624107029,1
1940,080,0050,Colorado,Arapahoe (South Arapahoe),62,50,2158371710.718791,080,0050,Colorado,Arapahoe (South Arapahoe),62,50,2141064040.2398524,0.9919811446782426,1
1940,080,0050,Colorado,Arapahoe (South Arapahoe),62,50,2158371710.718791,080,0310,Colorado,Denver,62,310,17307670.478827044,0.00801885532175737,1
1940,080,0130,Colorado,Boulder,62,130,1945473847.9035997,080,0130,Colorado,Boulder,62,130,1945473847.903604,1.0,1
1940,080,0310,Colorado,Denver,62,310,151863526.9566883,080,0310,Colorado,Denver,62,310,151863526.4876311,1.0,1
1940,080,0590,Colorado,Jefferson,62,590,2030115842.763803,080,0310,Colorado,Denver,62,310,320434.79656817263,0.00015784064624210371,1
1940,080,0590,Colorado,Jefferson,62,590,2030115842.763803,080,0590,Colorado,Jefferson,62,590,2029795407.9672408,0.999842159353758,1
1940,080,0870,Colorado,Morgan,62,870,3350790101.2530236,080,0870,Colorado,Morgan,62,870,3350790101.253018,1.0,1
1940,080,1210,Colorado,Washington,62,1210,6537015359.8909445,080,1210,Colorado,Washington,62,1210,6537015359.890926,1.0,1
1940,080,1230,Colorado,Weld,62,1230,10416137228.567835,080,1230,Colorado,Weld,62,1230,10416137228.567827,1.0,1
1940,160,0030,Idaho,Adams,63,30,3547672594.838258,160,0030,Idaho,Adams,63,30,3547672594.8382444,1.0,1
1940,410,0010,Oregon,Baker,72,10,7999022249.344605,410,0010,Oregon,Baker,72,10,7999022249.344629,1.0,1
1940,160,0490,Idaho,Idaho,63,490,22023477764.868065,160,0490,Idaho,Idaho,63,490,22023477764.868145,1.0,1
1940,160,0850,Idaho,Valley,63,850,9668422090.046669,160,0850,Idaho,Valley,63,850,9668422090.046669,1.0,1
1940,410,0630,Oregon,Wallowa,72,630,8162785769.445703,410,0630,Oregon,Wallowa,72,630,8162785769.445733,1.0,1
1940,160,0870,Idaho,Washington,63,870,3816298409.5594826,160,0870,Idaho,Washington,63,870,3816298409.55948,1.0,1
1940,170,0010,Illinois,Adams,21,10,2257193465.3354115,170,0010,Illinois,Adams,21,10,2257193465.335414,1.0,1
1940,170,0090,Illinois,Brown,21,90,795657497.6261476,170,0090,Illinois,Brown,21,90,795657497.6261487,1.0,1
1940,170,0670,Illinois,Hancock,21,670,2109235081.8407016,170,0670,Illinois,Hancock,21,670,2109235081.8407013,1.0,1
1940,290,1110,Missouri,Lewis,34,1110,1322956345.8008335,290,1110,Missouri,Lewis,34,1110,1322956345.8008366,1.0,1
1940,290,1270,Missouri,Marion,34,1270,1150329035.7669055,290,1270,Missouri,Marion,34,1270,1150329035.7669091,1.0,1
1940,170,1490,Illinois,Pike,21,1490,2198596878.4009113,170,1490,Illinois,Pike,21,1490,2198596878.4009137,1.0,1
1940,170,1690,Illinois,Schuyler,21,1690,1143037896.1511474,170,1690,Illinois,Schuyler,21,1690,1143037896.151146,1.0,1
1940,180,0010,Indiana,Adams,22,10,880511565.5726634,180,0010,Indiana,Adams,22,10,880511565.5726633,1.0,1
1940,180,0030,Indiana,Allen,22,30,1709451097.1681228,180,0030,Indiana,Allen,22,30,1709451097.1681235,1.0,1
1940,180,0750,Indiana,Jay,22,750,994767783.505209,180,0750,Indiana,Jay,22,750,994767783.5052092,1.0,1
1940,390,1070,Ohio,Mercer,24,1070,1226164519.793798,390,1070,Ohio,Mercer,24,1070,1226164519.793796,1.0,1
1940,390,1610,Ohio,Van Wert,24,1610,1062995457.5624295,390,1610,Ohio,Van Wert,24,1610,1062995457.5624306,1.0,1
1940,180,1790,Indiana,Wells,22,1790,958936050.8969454,180,1790,Indiana,Wells,22,1790,958936050.8969464,1.0,1
1940,190,1370,Iowa,Montgomery,31,1370,1100817090.9246376,190,1370,Iowa,Montgomery,31,1370,1100817090.9246373,1.0,1
1940,190,1450,Iowa,Page,31,1450,1386854625.8114605,190,1450,Iowa,Page,31,1450,1386854625.8114583,1.0,1
1940,190,1590,Iowa,Ringgold,31,1590,1395655503.4294243,190,1590,Iowa,Ringgold,31,1590,1395655503.429427,1.0,1
1940,190,1730,Iowa,Taylor,31,1730,1384751990.8357747,190,1730,Iowa,Taylor,31,1730,1384751990.8357797,1.0,1
1940,280,0010,Mississippi,Adams,46,10,1262718223.2365396,280,0010,Mississippi,Adams,46,10,1262718223.2365413,1.0,1
1940,220,0290,Louisiana,Concordia,45,290,1935688147.747327,220,0290,Louisiana,Concordia,45,290,1935688147.7473264,1.0,1
1940,280,0370,Mississippi,Franklin,46,370,1467925014.2323432,280,0370,Mississippi,Franklin,46,370,1467925014.2323422,1.0,1
1940,280,0630,Mississippi,Jefferson,46,630,1365606919.1111407,280,0630,Mississippi,Jefferson,46,630,1365606919.1111438,1.0,1
1940,220,1070,Louisiana,Tensas,45,1070,1660675882.624824,220,1070,Louisiana,Tensas,45,1070,1660675882.6248283,1.0,1
1940,280,1570,Mississippi,Wilkinson,46,1570,1781127378.2726283,280,1570,Mississippi,Wilkinson,46,1570,1781127378.272635,1.0,1
1940,310,0010,Nebraska,Adams,35,10,1461334501.7217171,310,0010,Nebraska,Adams,35,10,1461334501.7217228,1.0,1
1940,310,0190,Nebraska,Buffalo,35,190,2526269530.9146457,310,0190,Nebraska,Buffalo,35,190,2526269530.9146504,1.0,1
1940,310,0350,Nebraska,Clay,35,350,1485456566.2013478,310,0350,Nebraska,Clay,35,350,1485456566.2013474,1.0,1
1940,310,0790,Nebraska,Hall,35,790,1430058556.6270256,310,0790,Nebraska,Hall,35,790,1430058556.6270227,1.0,1
1940,310,0810,Nebraska,Hamilton,35,810,1416777226.213789,310,0810,Nebraska,Hamilton,35,810,1416777226.2137876,1.0,1
1940,310,0990,Nebraska,Kearney,35,990,1337342671.4258606,310,0990,Nebraska,Kearney,35,990,1337342671.4258566,1.0,1
1940,310,1810,Nebraska,Webster,35,1810,1489360585.9238014,310,1810,Nebraska,Webster,35,1810,1489360585.923802,1.0,1
1940,380,0010,North Dakota,Adams,36,10,2560771666.439654,380,0010,North Dakota,Adams,36,10,2560771666.439658,1.0,1
1940,380,0110,North Dakota,Bowman,36,110,3022655022.699612,380,0110,North Dakota,Bowman,36,110,3022655022.699609,1.0,1
1940,460,0310,South Dakota,Corson,37,310,6551750641.155049,460,0310,South Dakota,Corson,37,310,6551750641.155079,1.0,1
1940,380,0370,North Dakota,Grant,36,370,4314720679.567186,380,0370,North Dakota,Grant,36,370,4314720679.567186,1.0,1
1940,460,0630,South Dakota,Harding,37,630,6936208561.913554,460,0630,South Dakota,Harding,37,630,6936208561.913559,1.0,1
1940,380,0410,North Dakota,Hettinger,36,410,2936455036.856077,380,0410,North Dakota,Hettinger,36,410,2936455036.8560762,1.0,1
1940,460,1050,South Dakota,Perkins,37,1050,7484941886.401889,460,1050,South Dakota,Perkins,37,1050,7484941886.401884,1.0,1
1940,380,0850,North Dakota,Sioux,36,850,2922141338.122336,380,0850,North Dakota,Sioux,36,850,2922141338.1223187,1.0,1
1940,380,0870,North Dakota,Slope,36,870,3157583504.695067,380,0870,North Dakota,Slope,36,870,3157583504.6950655,1.0,1
1940,390,0010,Ohio,Adams,24,10,1517179259.8470223,390,0010,Ohio,Adams,24,10,1517179259.8470225,1.0,1
1940,390,0150,Ohio,Brown,24,150,1276764951.764274,390,0150,Ohio,Brown,24,150,1276764951.7642787,1.0,1
1940,390,0710,Ohio,Highland,24,710,1444675520.7542064,390,0710,Ohio,Highland,24,710,1444675520.754207,1.0,1
1940,210,1350,Kentucky,Lewis,51,1350,1283824207.3208642,210,1350,Kentucky,Lewis,51,1350,1283824207.3208618,1.0,1
1940,210,1610,Kentucky,Mason,51,1610,638761159.1246232,210,1610,Kentucky,Mason,51,1610,638761159.1246263,1.0,1
1940,390,1310,Ohio,Pike,24,1310,1149862522.6532469,390,1310,Ohio,Pike,24,1310,1149862522.6532445,1.0,1
1940,390,1450,Ohio,Scioto,24,1450,1595626079.297688,390,1450,Ohio,Scioto,24,1450,1595626079.2976878,1.0,1
1940,420,0010,Pennsylvania,Adams,14,10,1351371691.5485744,420,0010,Pennsylvania,Adams,14,10,1351371691.5485702,1.0,1
1940,240,0130,Maryland,Carroll,52,110,1172468620.114078,240,0130,Maryland,Carroll,52,110,1172468620.1140692,1.0,1
1940,420,0410,Pennsylvania,Cumberland,14,410,1425260277.8818517,420,0410,Pennsylvania,Cumberland,14,410,1425260277.8818512,1.0,1
1940,420,0550,Pennsylvania,Franklin,14,550,2001665455.334466,420,0550,Pennsylvania,Franklin,14,550,2001665455.3344667,1.0,1
1940,240,0210,Maryland,Frederick,52,190,1728325516.2116537,240,0210,Maryland,Frederick,52,190,1728325516.2116504,1.0,1
1940,420,1330,Pennsylvania,York,14,1330,2358820208.1402755,420,1330,Pennsylvania,York,14,1330,2358820208.1402864,1.0,1
1940,530,0010,Washington,Adams,73,10,4998309278.991958,530,0010,Washington,Adams,73,10,4998309278.991949,1.0,1
1940,530,0210,Washington,Franklin,73,210,3277237025.1841063,530,0210,Washington,Franklin,73,210,3277237025.184102,1.0,1
1940,530,0250,Washington,Grant,73,250,7229445544.938045,530,0250,Washington,Grant,73,250,7229445544.938048,1.0,1
1940,530,0430,Washington,Lincoln,73,430,6058910382.684583,530,0430,Washington,Lincoln,73,430,6058910382.684583,1.0,1
1940,530,0750,Washington,Whitman,73,750,5639953610.182575,530,0750,Washington,Whitman,73,750,5639953610.182585,1.0,1
1940,550,0010,Wisconsin,Adams,25,10,1783341149.3974097,550,0010,Wisconsin,Adams,25,10,1783341149.397411,1.0,1
1940,550,0210,Wisconsin,Columbia,25,210,2061587954.261337,550,0210,Wisconsin,Columbia,25,210,2061587954.2613344,1.0,1
1940,550,0570,Wisconsin,Juneau,25,570,2082423580.062617,550,0570,Wisconsin,Juneau,25,570,2082423580.0626197,1.0,1
1940,550,0770,Wisconsin,Marquette,25,770,1202544413.1092136,550,0770,Wisconsin,Marquette,25,770,1202544413.1092126,1.0,1
1940,550,0970,Wisconsin,Portage,25,970,2130644173.21948,550,0970,Wisconsin,Portage,25,970,2130644173.2194798,1.0,1
1940,550,1110,Wisconsin,Sauk,25,1110,2197905338.509036,550,1110,Wisconsin,Sauk,25,1110,2197905338.509035,1.0,1
1940,550,1370,Wisconsin,Waushara,25,1370,1650842618.3509002,550,1370,Wisconsin,Waushara,25,1370,1650842618.350898,1.0,1
1940,550,1410,Wisconsin,Wood,25,1410,2096483501.9361584,550,1410,Wisconsin,Wood,25,1410,2096483501.9361572,1.0,1
1940,500,0010,Vermont,Addison,6,10,2091970790.1058161,500,0010,Vermont,Addison,6,10,2091970790.105821,1.0,1
1940,500,0070,Vermont,Chittenden,6,70,1604102419.5601761,500,0070,Vermont,Chittenden,6,70,1604102419.560176,1.0,1
1940,360,0310,New York,Essex,13,310,4963106352.462264,360,0310,New York,Essex,13,310,4963106352.462262,1.0,1
1940,500,0170,Vermont,Orange,6,170,1793122277.7800999,500,0170,Vermont,Orange,6,170,1793122277.7801032,1.0,1
1940,500,0210,Vermont,Rutland,6,210,2446994380.659042,500,0210,Vermont,Rutland,6,210,2446994380.659039,1.0,1
1940,360,1150,New York,Washington,13,1150,2190807511.116558,360,1150,New York,Washington,13,1150,2190807511.116563,1.0,1
1940,500,0230,Vermont,Washington,6,230,1800794323.406881,500,0230,Vermont,Washington,6,230,1800794323.4068837,1.0,1
1940,330,0090,New Hampshire,Grafton,4,90,4531302536.172627,500,0270,Vermont,Windsor,6,270,119.25426718027435,2.6317877274750097e-08,1
1940,330,0090,New Hampshire,Grafton,4,90,4531302536.172627,330,0090,New Hampshire,Grafton,4,90,4531302536.172632,0.9999999736821228,1
1940,500,0270,Vermont,Windsor,6,270,2529852577.9500217,500,0270,Vermont,Windsor,6,270,2529852577.950017,0.9999999528611815,1
1940,500,0270,Vermont,Windsor,6,270,2529852577.9500217,330,0090,New Hampshire,Grafton,4,90,119.25426718027438,4.713881852175074e-08,1
1940,450,0030,South Carolina,Aiken,48,30,2799167730.56161,450,0030,South Carolina,Aiken,48,30,2799167730.561608,1.0,1
1940,450,0110,South Carolina,Barnwell,48,110,1443303119.2057617,450,0110,South Carolina,Barnwell,48,110,1443303119.2057614,1.0,1
1940,130,0330,Georgia,Burke,44,330,2159274390.249839,130,0330,Georgia,Burke,44,330,2159274390.2498393,1.0,1
1940,450,0370,South Carolina,Edgefield,48,370,1312281379.5480065,450,0370,South Carolina,Edgefield,48,370,1312281379.5480049,0.9999999244902835,1
1940,450,0370,South Carolina,Edgefield,48,370,1312281379.5480065,130,2450,Georgia,Richmond,44,2450,99.09000244230826,7.550971651688016e-08,1
1940,130,2450,Georgia,Richmond,44,2450,850668537.5984044,450,0370,South Carolina,Edgefield,48,370,99.09000244229813,1.164848428267542e-07,1
1940,130,2450,Georgia,Richmond,44,2450,850668537.5984044,130,2450,Georgia,Richmond,44,2450,850668537.5984026,0.9999998835151572,1
1940,450,0630,South Carolina,Lexington,48,630,1985128729.790906,450,0630,South Carolina,Lexington,48,630,1985128729.7909012,1.0,1
1940,450,0750,South Carolina,Orangeburg,48,750,2921326477.7481027,450,0750,South Carolina,Orangeburg,48,750,2921326477.7481003,1.0,1
1940,450,0810,South Carolina,Saluda,48,810,1196094396.0890958,450,0810,South Carolina,Saluda,48,810,1196094396.0890927,1.0,1
1940,270,0010,Minnesota,Aitkin,33,10,5167866845.574081,270,0010,Minnesota,Aitkin,33,10,5167866845.574108,1.0,1
1940,270,0170,Minnesota,Carlton,33,170,2266970330.0749764,270,0170,Minnesota,Carlton,33,170,2266970330.0749817,1.0,1
1940,270,0210,Minnesota,Cass,33,210,6252419270.390529,270,0210,Minnesota,Cass,33,210,6252419270.390541,1.0,1
1940,270,0350,Minnesota,Crow Wing,33,350,2995347927.4501343,270,0350,Minnesota,Crow Wing,33,350,2995347927.45012,1.0,1
1940,270,0610,Minnesota,Itasca,33,610,7583089266.152442,270,0610,Minnesota,Itasca,33,610,7583089266.152436,1.0,1
1940,270,0650,Minnesota,Kanabec,33,650,1382221782.4070854,270,0650,Minnesota,Kanabec,33,650,1382221782.4070833,1.0,1
1940,270,0950,Minnesota,Mille Lacs,33,950,1765308383.9494944,270,0950,Minnesota,Mille Lacs,33,950,1765308383.9494905,1.0,1
1940,270,1150,Minnesota,Pine,33,1150,3715474568.0404,270,1150,Minnesota,Pine,33,1150,3715474568.040398,1.0,1
1940,270,1370,Minnesota,St. Louis,33,1370,17442068867.19431,270,1370,Minnesota,St. Louis,33,1370,17442068867.194317,1.0,1
1940,120,0010,Florida,Alachua,43,10,2512137252.6563134,120,0010,Florida,Alachua,43,10,2512137252.6563196,1.0,1
1940,120,0070,Florida,Bradford,43,70,778263826.784691,120,0070,Florida,Bradford,43,70,778263826.7846918,1.0,1
1940,120,0230,Florida,Columbia,43,230,2075414429.3734698,120,0230,Florida,Columbia,43,230,2075414429.373466,1.0,1
1940,120,0410,Florida,Gilchrist,43,410,920076167.2399037,120,0410,Florida,Gilchrist,43,410,920076167.2399055,1.0,1
1940,120,0750,Florida,Levy,43,750,2941655123.3374248,120,0750,Florida,Levy,43,750,2941655123.337411,1.0,1
1940,120,0830,Florida,Marion,43,830,4303350253.422546,120,0830,Florida,Marion,43,830,4303350253.422555,1.0,1
1940,120,1070,Florida,Putnam,43,1070,2141757799.8665557,120,1070,Florida,Putnam,43,1070,2141757799.8665516,1.0,1
1940,120,1250,Florida,Union,43,1250,646935113.5558882,120,1250,Florida,Union,43,1250,646935113.5558863,1.0,1
1940,370,0010,North Carolina,Alamance,47,10,1125935536.2787757,370,0010,North Carolina,Alamance,47,10,1125935536.2787724,1.0,1
1940,370,0330,North Carolina,Caswell,47,330,1109206533.8909016,370,0330,North Carolina,Caswell,47,330,1109206533.8909025,1.0,1
1940,370,0370,North Carolina,Chatham,47,370,1838854071.6151843,370,0370,North Carolina,Chatham,47,370,1838854071.6151805,1.0,1
1940,370,0810,North Carolina,Guilford,47,810,1703176301.1711025,370,0810,North Carolina,Guilford,47,810,1703176301.1711056,1.0,1
1940,370,1350,North Carolina,Orange,47,1350,1039779115.0101588,370,1350,North Carolina,Orange,47,1350,1039779115.0101591,1.0,1
1940,370,1510,North Carolina,Randolph,47,1510,2044527703.3869293,370,1510,North Carolina,Randolph,47,1510,2044527703.3869278,1.0,1
1940,370,1570,North Carolina,Rockingham,47,1570,1483295932.7615218,370,1570,North Carolina,Rockingham,47,1570,1483295932.7615218,1.0,1
1940,060,0010,California,Alameda,71,10,1928097263.0275922,060,0010,California,Alameda,71,10,1928097263.0275986,1.0,1
1940,060,0130,California,Contra Costa,71,130,1914812117.8417585,060,0130,California,Contra Costa,71,130,1914812117.841762,1.0,1
1940,060,0750,California,San Francisco,71,750,123158087.38441753,060,0750,California,San Francisco,71,750,123158087.38441755,1.0,1
1940,060,0770,California,San Joaquin,71,770,3689778169.8319683,060,0770,California,San Joaquin,71,770,3689778169.8319883,1.0,1
1940,060,0850,California,Santa Clara,71,850,3362694964.3365726,060,0850,California,Santa Clara,71,850,3362694964.336583,1.0,1
1940,060,0990,California,Stanislaus,71,990,3922708865.8055916,060,0990,California,Stanislaus,71,990,3922708865.805578,1.0,1
1940,080,0030,Colorado,Alamosa,62,30,1873330329.2917194,080,0030,Colorado,Alamosa,62,30,1873330329.2917204,1.0,1
1940,080,0210,Colorado,Conejos,62,210,3343501913.727737,080,0210,Colorado,Conejos,62,210,3343501913.7277384,1.0,1
1940,080,0230,Colorado,Costilla,62,230,3186763879.2609997,080,0230,Colorado,Costilla,62,230,3186763879.2610054,1.0,1
1940,080,0550,Colorado,Huerfano,62,550,4126442100.741201,080,0550,Colorado,Huerfano,62,550,4126442100.7412066,1.0,1
1940,080,1050,Colorado,Rio Grande,62,1050,2362942419.5301876,080,1050,Colorado,Rio Grande,62,1050,2362942419.5301843,1.0,1
1940,080,1090,Colorado,Saguache,62,1090,8211010643.224647,080,1090,Colorado,Saguache,62,1090,8211010643.224636,1.0,1
1940,360,0010,New York,Albany,13,10,1381036749.8066661,360,0010,New York,Albany,13,10,1381036749.8066635,1.0,1
1940,360,0210,New York,Columbia,13,210,1678999485.6570656,360,0210,New York,Columbia,13,210,1678999485.657066,1.0,1
1940,360,0390,New York,Greene,13,390,1704544394.9651816,360,0390,New York,Greene,13,390,1704544394.9651825,1.0,1
1940,360,0830,New York,Rensselaer,13,830,1723368391.4301827,360,0830,New York,Rensselaer,13,830,1723368391.4301863,1.0,1
1940,360,0910,New York,Saratoga,13,910,2185443815.702969,360,0910,New York,Saratoga,13,910,2185443815.7029676,1.0,1
1940,360,0930,New York,Schenectady,13,930,542032495.3232776,360,0930,New York,Schenectady,13,930,542032495.3232783,1.0,1
1940,360,0950,New York,Schoharie,13,950,1622090678.2711606,360,0950,New York,Schoharie,13,950,1622090678.2711608,1.0,1
1940,560,0010,Wyoming,Albany,68,10,11460163304.612692,560,0010,Wyoming,Albany,68,10,11460163304.61269,1.0,1
1940,560,0070,Wyoming,Carbon,68,70,20626605446.037094,560,0070,Wyoming,Carbon,68,70,20626605446.036995,1.0,1
1940,560,0090,Wyoming,Converse,68,90,10745916981.037455,560,0090,Wyoming,Converse,68,90,10745916981.037514,1.0,1
1940,080,0570,Colorado,Jackson,62,570,4198213588.157905,080,0570,Colorado,Jackson,62,570,4198213588.1579046,1.0,1
1940,560,0210,Wyoming,Laramie,68,210,6960700727.937953,560,0210,Wyoming,Laramie,68,210,6960700727.937939,1.0,1
1940,080,0690,Colorado,Larimer,62,690,6821890619.558279,080,0690,Colorado,Larimer,62,690,6821890619.558285,1.0,1
1940,560,0310,Wyoming,Platte,68,310,5467057689.944604,560,0310,Wyoming,Platte,68,310,5467057689.944595,1.0,1
1940,510,0030,Virginia,Albemarle,40,30,1890574987.0255983,510,0030,Virginia,Albemarle,40,30,1890574987.0255947,1.0,1
1940,510,0150,Virginia,Augusta,40,150,2599762323.6615815,510,0150,Virginia,Augusta,40,150,2565260493.8403683,0.9867288522849974,1
1940,510,0150,Virginia,Augusta,40,150,2599762323.6615815,510,7900,Virginia,Staunton City,40,7900,15669605.139655137,0.006027322189047504,1
1940,510,0150,Virginia,Augusta,40,150,2599762323.6615815,510,8200,Virginia,Waynesboro City,40,8200,18832224.681556176,0.007243825525955132,1
1940,510,0290,Virginia,Buckingham,40,290,1511401936.8921041,510,0290,Virginia,Buckingham,40,290,1511401936.892105,1.0,1
